mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va
36	36	755/8	755/8	0.125	3/32	3/32	Chord	6/8	1	2	1/32			1/32	1	709														
36	36	189/2	189/2	0.125	1/8	1/8	Chord	6/8	1	2	1/32			1/32	1	710														
36	36	757/8	757/8	0.125	5/32	5/32	Chord	6/8	1	2	1/32			1/32	1	711														
36	36	379/4	379/4	0.125	3/16	3/16	Chord	6/8	1	2	1/32			1/32	1	712														
36	36	759/8	759/8	0.125	7/32	7/32	Chord	6/8	1	2	1/32			1/32	1	713														
36	36	95	95	0.125	1/4	1/4	Chord	6/8	1	2	1/32			1/32	1	714														
36	36	761/8	761/8	0.125	9/32	9/32	Chord	6/8	1	2	1/32			1/32	1	715														
36	36	381/4	381/4	0.125	5/16	5/16	Chord	6/8	1	2	1/32			1/32	1	716														
36	36	763/8	763/8	0.125	11/32	11/32	Chord	6/8	1	2	1/32			1/32	1	717														
36	36	191/2	191/2	0.125	3/8	3/8	Chord	6/8	1	2	1/32			1/32	1	718														
36	36	765/8	765/8	0.125	13/32	13/32	Chord	6/8	1	2	1/32			1/32	1	719														
36	36	383/4	383/4	0.125	7/16	7/16	Chord	6/8	1	2	1/32			1/32	1	720														
36	36	767/8	767/8	0.125	15/32	15/32	Chord	6/8	1	2	1/32			1/32	1	721														
36	36	96	96	0.0	1/2	1/2	Dynamic	6/8	1	2	0						ppp													
36	36	96	96	0.125	1/2	1/2	Chord	6/8	1	2	1/32			1/32	1	722									111					
36	36	769/8	769/8	0.125	17/32	17/32	Chord	6/8	1	2	1/32			1/32	1	723									111					
36	36	385/4	385/4	0.125	9/16	9/16	Chord	6/8	1	2	1/32			1/32	1	724									111					
36	36	771/8	771/8	0.125	19/32	19/32	Chord	6/8	1	2	1/32			1/32	1	725									111					
36	36	193/2	193/2	0.125	5/8	5/8	Chord	6/8	1	2	1/32			1/32	1	726									111					
36	36	773/8	773/8	0.125	21/32	21/32	Chord	6/8	1	2	1/32			1/32	1	727									111					
36	36	387/4	387/4	0.125	11/16	11/16	Chord	6/8	1	2	1/32			1/32	1	728									111					
36	36	775/8	775/8	0.125	23/32	23/32	Chord	6/8	1	2	1/32			1/32	1	729									111					
36	36	97	97	0.125	3/4	3/4	Chord	6/8	1	2	1/32			1/32	1	730									111					
36	36	777/8	777/8	0.125	25/32	25/32	Chord	6/8	1	2	1/32			1/32	1	731									111					
36	36	389/4	389/4	0.125	13/16	13/16	Chord	6/8	1	2	1/32			1/32	1	732									111					
36	36	779/8	779/8	0.125	27/32	27/32	Chord	6/8	1	2	1/32			1/32	1	733									111					
36	36	195/2	195/2	0.125	7/8	7/8	Chord	6/8	1	2	1/32			1/32	1	734									111					
36	36	781/8	781/8	0.125	29/32	29/32	Chord	6/8	1	2	1/32			1/32	1	735									111					
36	36	391/4	391/4	0.125	15/16	15/16	Chord	6/8	1	2	1/32			1/32	1	736									111					
36	36	783/8	783/8	0.125	31/32	31/32	Chord	6/8	1	2	1/32			1/32	1	737									111					
36	36	98	98	0.125	1	1	Chord	6/8	1	2	1/32			1/32	1	738									111					
36	36	785/8	785/8	0.125	33/32	33/32	Chord	6/8	1	2	1/32			1/32	1	739														
36	36	1969/20	1969/20	0.2	89/80	89/80	Chord	6/8	1	2	1/20			1/16	4/5	740									112					
36	36	1973/20	1973/20	0.2	93/80	93/80	Chord	6/8	1	2	1/20			1/16	4/5	741									112					
36	36	1977/20	1977/20	0.2	97/80	97/80	Chord	6/8	1	2	1/20			1/16	4/5	742									112					
36	36	1981/20	1981/20	0.2	101/80	101/80	Chord	6/8	1	2	1/20			1/16	4/5	743														
36	36	98	98	0.0	1	1	Spanner	6/8	2	1	0																			
37	37	397/4	397/4	0.0	0	0	Dynamic	5/4	1	1	0						mf													
37	37	397/4	397/4	0.0	0	0	Tempo	5/4	1	1	0									Pastroplent.(𝅘𝅥=80environ)	90.0			1.0						
37	37	399/4	399/4	0.0	1/8	1/8	Spanner	5/4	1	1	0																	21		
37	37	399/4	399/4	1.0	1/8	1/8	Chord	5/4	1	1	1/4			1/4	1	744		articStaccatoBelow							113			21		
37	37	403/4	403/4	0.0	3/8	3/8	Tempo	5/4	1	1	0									𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0	113			21		
37	37	403/4	403/4	1.0	3/8	3/8	Chord	5/4	1	1	1/4			1/4	1	745		articStaccatoBelow							113			21		
37	37	407/4	407/4	0.0	5/8	5/8	Tempo	5/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	113			21		
37	37	407/4	407/4	1.0	5/8	5/8	Chord	5/4	1	1	1/4			1/4	1	746		articStaccatoBelow							113			21		
37	37	397/4	397/4	0.0	0	0	Spanner	5/4	2	1	0															14				
37	37	397/4	397/4	0.5	0	0	Chord	5/4	2	1	1/8			1/8	1	747										14				
37	37	411/4	411/4	1.0	7/8	7/8	Chord	5/4	2	1	1/4			1/4	1	748										14				
37	37	415/4	415/4	0.5	9/8	9/8	Chord	5/4	2	1	1/8			1/8	1	749		articStaccatoAbove								14				
38	38	417/4	417/4	0.0	0	0	Dynamic	5/4	1	1	0						p													
38	38	417/4	417/4	0.0	0	0	StaffText	5/4	1	1	0								<i>sombre et expressif</i>											
38	38	417/4	417/4	0.0	0	0	Tempo	5/4	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
38	38	417/4	417/4	0.0	0	0	Spanner	5/4	1	1	0																			
38	38	417/4	417/4	1.0	0	0	Chord	5/4	1	1	1/4			1/4	1	750														
38	38	421/4	421/4	3.0	1/4	1/4	Chord	5/4	1	1	3/4			1/2	3/2	751														
38	38	423/4	423/4	0.0	3/8	3/8	Tempo	5/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0						
38	38	433/4	433/4	0.0	1	1	Tempo	5/4	1	1	0									𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0						
38	38	433/4	433/4	0.0	1	1	Spanner	5/4	1	1	0																22			
38	38	433/4	433/4	1.0	1	1	Chord	5/4	1	1	1/4			1/4	1	752									114		22			
38	38	429/4	429/4	2.0	3/4	3/4	Chord	5/4	1	2	1/2			1/2	1	753											22			
38	38	417/4	417/4	0.5	0	0	Chord	5/4	2	1	1/8			1/8	1	754										14				
38	38	419/4	419/4	1.0	1/8	1/8	Chord	5/4	2	1	1/4			1/4	1	755		articStaccatoAbove							115	14				
38	38	423/4	423/4	1.0	3/8	3/8	Chord	5/4	2	1	1/4			1/4	1	756		articStaccatoAbove							115	14				
38	38	427/4	427/4	1.0	5/8	5/8	Chord	5/4	2	1	1/4			1/4	1	757		articStaccatoAbove							115	14				
38	38	431/4	431/4	1.0	7/8	7/8	Chord	5/4	2	1	1/4			1/4	1	758		articStaccatoAbove							115	14				
38	38	435/4	435/4	0.5	9/8	9/8	Chord	5/4	2	1	1/8			1/8	1	759		articStaccatoAbove								14				
39	39	437/4	437/4	0.0	0	0	Spanner	3/4	1	1	0														114					
39	39	437/4	437/4	0.0	0	0	Spanner	3/4	1	1	0														114			22		
39	39	437/4	437/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	760									114			22		
39	39	441/4	441/4	0.0	1/4	1/4	Spanner	3/4	1	1	0																			
39	39	441/4	441/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	761		articStaccatoAbove												
39	39	445/4	445/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																	23		
39	39	445/4	445/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	762									116			23		
39	39	437/4	437/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	763										14				
39	39	439/4	439/4	1.0	1/8	1/8	Chord	3/4	2	1	1/4			1/4	1	764		articStaccatoAbove							117	14				
39	39	443/4	443/4	1.0	3/8	3/8	Chord	3/4	2	1	1/4			1/4	1	765		articStaccatoAbove							117	14				
39	39	447/4	447/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	766		articStaccatoAbove								14				
40	40	449/4	449/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	767												23		
40	40	453/4	453/4	0.0	1/4	1/4	Tempo	3/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0						
40	40	453/4	453/4	0.0	1/4	1/4	Spanner	3/4	1	1	0																			
40	40	453/4	453/4	0.0	1/4	1/4	Spanner	3/4	1	1	0																	24		
40	40	453/4	453/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	768									118			24		
40	40	457/4	457/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	769									118			24		
40	40	449/4	449/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	770										14				
40	40	451/4	451/4	1.0	1/8	1/8	Chord	3/4	2	1	1/4			1/4	1	771		articStaccatoAbove							119	14				
40	40	455/4	455/4	1.0	3/8	3/8	Chord	3/4	2	1	1/4			1/4	1	772		articStaccatoAbove							119	14				
40	40	459/4	459/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	773		articStaccatoAbove								14				
41	41	461/4	461/4	1.0	0	0	Chord	5/4	1	1	1/4			1/4	1	774									118			24		
41	41	465/4	465/4	0.0	1/4	1/4	Spanner	5/4	1	1	0																			
41	41	465/4	465/4	1.0	1/4	1/4	Chord	5/4	1	1	1/4			1/4	1	775														
41	41	477/4	477/4	0.0	1	1	Dynamic	5/4	1	1	0						p													
41	41	477/4	477/4	0.0	1	1	Tempo	5/4	1	1	0									𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0						
41	41	477/4	477/4	0.0	1	1	Spanner	5/4	1	1	0																	25		
41	41	477/4	477/4	1.0	1	1	Chord	5/4	1	1	1/4			1/4	1	776									120			25		
41	41	461/4	461/4	2.0	0	0	Chord	5/4	1	2	1/2			1/2	1	777												25		
41	41	461/4	461/4	0.0	0	0	Spanner	5/4	2	1	0															15				
41	41	461/4	461/4	0.0	0	0	Spanner	5/4	2	1	0															15				
41	41	461/4	461/4	0.5	0	0	Chord	5/4	2	1	1/8			1/8	1	778										15				
41	41	463/4	463/4	1.0	1/8	1/8	Chord	5/4	2	1	1/4			1/4	1	779		articStaccatoAbove							121	15				
41	41	467/4	467/4	1.0	3/8	3/8	Chord	5/4	2	1	1/4			1/4	1	780		articStaccatoAbove							121	15				
41	41	471/4	471/4	1.0	5/8	5/8	Chord	5/4	2	1	1/4			1/4	1	781		articStaccatoAbove							121	15				
41	41	475/4	475/4	1.0	7/8	7/8	Chord	5/4	2	1	1/4			1/4	1	782		articStaccatoAbove							121	15				
41	41	479/4	479/4	0.5	9/8	9/8	Chord	5/4	2	1	1/8			1/8	1	783		articStaccatoAbove							121	15				
42	42	481/4	481/4	0.0	0	0	Spanner	3/4	1	1	0																			
42	42	481/4	481/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	784														
42	42	489/4	489/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						mp													
42	42	489/4	489/4	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0						
42	42	489/4	489/4	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	785														
42	42	1471/12	1471/12	0.0	7/12	7/12	Tempo	3/4	1	1	0									𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0						
42	42	1471/12	1471/12	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	786														
42	42	491/4	491/4	0.0	5/8	5/8	Tempo	3/4	1	1	0									𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0						
42	42	1475/12	1475/12	0.0	2/3	2/3	Tempo	3/4	1	1	0									𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0						
42	42	1475/12	1475/12	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	787														
42	42	489/4	489/4	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	788														
42	42	491/4	491/4	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	789														
42	42	481/4	481/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	790									121	15				
42	42	483/4	483/4	1.0	1/8	1/8	Chord	3/4	2	1	1/4			1/4	1	791		articStaccatoAbove							121	15				
42	42	487/4	487/4	1.5	3/8	3/8	Chord	3/4	2	1	3/8			1/4	3/2	792		articStaccatoAbove								15				
43	43	493/4	493/4	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	793														
43	43	501/4	501/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	794									122					
43	43	503/4	503/4	0.0	5/8	5/8	Spanner	3/4	1	1	0														122			26		
43	43	503/4	503/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	795									122			26		
43	43	493/4	493/4	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	796												26		
43	43	501/4	501/4	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	797									123			26		
43	43	503/4	503/4	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	798									123			26		
43	43	493/4	493/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	799		articStaccatoAbove							124	15				
43	43	495/4	495/4	1.0	1/8	1/8	Chord	3/4	2	1	1/4			1/4	1	800		articStaccatoAbove							124	15				
43	43	499/4	499/4	1.0	3/8	3/8	Chord	3/4	2	1	1/4			1/4	1	801		articStaccatoAbove								15				
44	44	505/4	505/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	802									122			26		
44	44	509/4	509/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						pp													
44	44	509/4	509/4	0.0	1/4	1/4	Spanner	3/4	1	1	0																			
44	44	509/4	509/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	803		articStaccatoAbove												
44	44	513/4	513/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						pp													
44	44	513/4	513/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	804									125					
44	44	505/4	505/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	805									123					
44	44	509/4	509/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	806		articStaccatoBelow												
44	44	513/4	513/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	807									126					
44	44	507/4	507/4	1.0	1/8	1/8	Chord	3/4	2	1	1/4			1/4	1	808		articStaccatoAbove							127	15				
44	44	511/4	511/4	1.0	3/8	3/8	Chord	3/4	2	1	1/4			1/4	1	809		articStaccatoAbove								15				
45	45	517/4	517/4	0.0	0	0	Spanner	5/4	1	1	0																23			
45	45	517/4	517/4	2.0	0	0	Chord	5/4	1	1	1/2			1/2	1	810											23			
45	45	525/4	525/4	0.5	1/2	1/2	Chord	5/4	1	1	1/8			1/8	1	811									128		23			
45	45	527/4	527/4	0.0	5/8	5/8	Tempo	5/4	1	1	0									𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	128		23			
45	45	527/4	527/4	0.5	5/8	5/8	Chord	5/4	1	1	1/8			1/8	1	812									128		23			
45	45	529/4	529/4	1.0	3/4	3/4	Chord	5/4	1	1	1/4			1/4	1	813									128		23			
45	45	533/4	533/4	0.0	1	1	Tempo	5/4	1	1	0									𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	128		23			
45	45	533/4	533/4	0.5	1	1	Chord	5/4	1	1	1/8			1/8	1	814									128		23			
45	45	535/4	535/4	0.0	9/8	9/8	Tempo	5/4	1	1	0									𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0			23			
45	45	535/4	535/4	0.5	9/8	9/8	Chord	5/4	1	1	1/8			1/8	1	815											23			
45	45	517/4	517/4	2.0	0	0	Chord	5/4	1	2	1/2			1/2	1	816											23			
45	45	525/4	525/4	0.5	1/2	1/2	Chord	5/4	1	2	1/8			1/8	1	817											23			
45	45	527/4	527/4	0.5	5/8	5/8	Chord	5/4	1	2	1/8			1/8	1	818											23			
45	45	529/4	529/4	1.0	3/4	3/4	Chord	5/4	1	2	1/4			1/4	1	819											23			
45	45	533/4	533/4	0.5	1	1	Chord	5/4	1	2	1/8			1/8	1	820											23			
45	45	535/4	535/4	0.5	9/8	9/8	Chord	5/4	1	2	1/8			1/8	1	821											23			
45	45	517/4	517/4	0.0	0	0	Spanner	5/4	2	1	0																			
45	45	517/4	517/4	0.0	0	0	Spanner	5/4	2	1	0															16				
45	45	519/4	519/4	1.0	1/8	1/8	Chord	5/4	2	1	1/4			1/4	1	822		articStaccatoAbove							129	16				
45	45	523/4	523/4	0.5	3/8	3/8	Chord	5/4	2	1	1/8			1/8	1	823		articStaccatoAbove								16				
45	45	531/4	531/4	1.0	7/8	7/8	Chord	5/4	2	1	1/4			1/4	1	824		articTenutoStaccatoAbove								16				
46	46	537/4	537/4	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0						
46	46	537/4	537/4	0.0	0	0	Spanner	3/4	1	1	0																			
46	46	537/4	537/4	0.0	0	0	Spanner	3/4	1	1	0																	27		
46	46	537/4	537/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	825		articAccentAbove							130			27		
46	46	541/4	541/4	0.0	1/4	1/4	Tempo	3/4	1	1	0									𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	130			27		
46	46	541/4	541/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	826									130			27		
46	46	545/4	545/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	827												27		
46	46	537/4	537/4	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	828												27		
46	46	537/4	537/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	829		articAccentAbove							131	16				
46	46	541/4	541/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	830										16				
46	46	539/4	539/4	1.0	1/8	1/8	Chord	3/4	2	2	1/4			1/4	1	831		articStaccatoBelow							132	16				
46	46	543/4	543/4	1.0	3/8	3/8	Chord	3/4	2	2	1/4			1/4	1	832		articStaccatoBelow								16				
47	47	549/4	549/4	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=77.5	78.0	𝅘𝅥	77.5	0.0						
47	47	549/4	549/4	0.0	0	0	Spanner	3/4	1	1	0																			
47	47	549/4	549/4	0.0	0	0	Spanner	3/4	1	1	0																	28		
47	47	549/4	549/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	833									133			28		
47	47	553/4	553/4	0.0	1/4	1/4	Spanner	3/4	1	1	0																			
47	47	553/4	553/4	2.0	1/4	1/4	Chord	3/4	1	1	1/2			1/2	1	834														
47	47	549/4	549/4	0.0	0	0	Dynamic	3/4	1	2	0						pp													
47	47	549/4	549/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	835									134					
47	47	553/4	553/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	836									134					
47	47	557/4	557/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	837									134					
47	47	551/4	551/4	1.0	1/8	1/8	Chord	3/4	2	1	1/4			1/4	1	838		articStaccatoBelow							135	16				
47	47	555/4	555/4	1.0	3/8	3/8	Chord	3/4	2	1	1/4			1/4	1	839		articStaccatoBelow								16				
48	48	561/4	561/4	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0						
48	48	561/4	561/4	0.0	0	0	Spanner	3/4	1	1	0																	29		
48	48	561/4	561/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	840									136			29		
48	48	565/4	565/4	0.0	1/4	1/4	Spanner	3/4	1	1	0																			
48	48	565/4	565/4	2.0	1/4	1/4	Chord	3/4	1	1	1/2			1/2	1	841														
48	48	561/4	561/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	842									134					
48	48	565/4	565/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	843									134					
48	48	569/4	569/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	844														
48	48	567/4	567/4	1.0	3/8	3/8	Chord	3/4	2	1	1/4			1/4	1	845		articTenutoStaccatoBelow								16				
49	49	573/4	573/4	0.0	0	0	Spanner	3/4	1	1	0																	30		
49	49	573/4	573/4	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	846									137			30		
49	49	579/4	579/4	0.0	3/8	3/8	Spanner	3/4	1	1	0																			
49	49	579/4	579/4	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	847														
49	49	573/4	573/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	848									138					
49	49	577/4	577/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	849									138					
49	49	581/4	581/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	850									138					
49	49	575/4	575/4	1.0	1/8	1/8	Chord	3/4	2	1	1/4			1/4	1	851		articStaccatoBelow							139	16				
49	49	579/4	579/4	1.0	3/8	3/8	Chord	3/4	2	1	1/4			1/4	1	852		articStaccatoBelow								16				
50	50	585/4	585/4	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0						
50	50	589/4	589/4	0.0	1/4	1/4	Tempo	3/4	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
50	50	593/4	593/4	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0						
50	50	585/4	585/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	853									138					
50	50	589/4	589/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	854									138					
50	50	593/4	593/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	855														
50	50	585/4	585/4	0.0	0	0	StaffText	3/4	2	1	0								<i>rit.</i>											
50	50	585/4	585/4	0.0	0	0	Spanner	3/4	2	1	0																			
50	50	585/4	585/4	0.0	0	0	Spanner	3/4	2	1	0															17				
50	50	591/4	591/4	1.0	3/8	3/8	Chord	3/4	2	1	1/4			1/4	1	856		articTenutoStaccatoBelow								17				
51	51	597/4	597/4	0.0	0	0	Tempo	5/4	1	1	0									𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0						
51	51	597/4	597/4	0.08333333333333333	0	0	Chord	5/4	1	1	1/48			1/32	2/3	857														
51	51	448/3	448/3	0.08333333333333333	1/48	1/48	Chord	5/4	1	1	1/48			1/32	2/3	858														
51	51	1793/12	1793/12	0.08333333333333333	1/24	1/24	Chord	5/4	1	1	1/48			1/32	2/3	859														
51	51	299/2	299/2	0.0	1/16	1/16	Dynamic	5/4	1	1	0						other-dynamics													
51	51	299/2	299/2	1.0	1/16	1/16	Chord	5/4	1	1	1/4			1/4	1	860									140					
51	51	150	150	0.0	3/16	3/16	Tempo	5/4	1	1	0									𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	140					
51	51	301/2	301/2	0.0	5/16	5/16	Spanner	5/4	1	1	0																24			
51	51	301/2	301/2	3.0	5/16	5/16	Chord	5/4	1	1	3/4			1/2	3/2	861											24			
51	51	152	152	0.0	11/16	11/16	Tempo	5/4	1	1	0									𝅘𝅥=77.5	78.0	𝅘𝅥	77.5	0.0			24			
51	51	153	153	0.0	15/16	15/16	Tempo	5/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0			24			
51	51	307/2	307/2	1.0	17/16	17/16	Chord	5/4	1	1	1/4			1/4	1	862									141		24			
51	51	150	150	0.5	3/16	3/16	Chord	5/4	2	1	1/8			1/8	1	863									142	17				
51	51	301/2	301/2	1.0	5/16	5/16	Chord	5/4	2	1	1/4			1/4	1	864										17				
51	51	152	152	2.0	11/16	11/16	Chord	5/4	2	1	1/2			1/2	1	865										17				
51	51	299/2	299/2	1.0	1/16	1/16	Chord	5/4	2	2	1/4			1/4	1	866										17				
51	51	151	151	1.0	7/16	7/16	Chord	5/4	2	2	1/4			1/4	1	867		articStaccatoBelow								17				
51	51	152	152	1.0	11/16	11/16	Chord	5/4	2	2	1/4			1/4	1	868		articStaccatoBelow								17				
51	51	153	153	1.0	15/16	15/16	Chord	5/4	2	2	1/4			1/4	1	869		articStaccatoBelow								17				
51	51	154	154	0.5	19/16	19/16	Chord	5/4	2	2	1/8			1/8	1	870		articStaccatoBelow								17				
51	51	307/2	307/2	1.0	17/16	17/16	Chord	5/4	2	3	1/4			1/4	1	871										17				
52	52	309/2	309/2	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0	141		24			
52	52	309/2	309/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	872									141		24			
52	52	311/2	311/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	873									141		24			
52	52	313/2	313/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	874											24			
52	52	315/2	315/2	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0						
52	52	315/2	315/2	0.0	3/4	3/4	Spanner	4/4	1	1	0																			
52	52	631/4	631/4	0.0	13/16	13/16	Tempo	4/4	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
52	52	789/5	789/5	0.0	33/40	33/40	Tempo	4/4	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0						
52	52	3157/20	3157/20	0.0	67/80	67/80	Tempo	4/4	1	1	0									𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0						
52	52	1579/10	1579/10	0.0	17/20	17/20	Tempo	4/4	1	1	0									𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0						
52	52	3159/20	3159/20	0.0	69/80	69/80	Tempo	4/4	1	1	0									𝅘𝅥=10	10.0	𝅘𝅥	10.0	0.0						
52	52	158	158	0.0	7/8	7/8	Tempo	4/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0						
52	52	309/2	309/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	875									143	17				
52	52	155	155	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	876									143	17				
52	52	311/2	311/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	877									143	17				
52	52	156	156	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	878									143	17				
52	52	313/2	313/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12			1/8	2/3	879									143	17				
52	52	941/6	941/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	880									143	17				
52	52	943/6	943/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	881										17				
52	52	315/2	315/2	0.05	3/4	3/4	Chord	4/4	2	1	1/80			1/64	4/5	882									144	17				
52	52	3151/20	3151/20	0.0	61/80	61/80	Dynamic	4/4	2	1	0						other-dynamics								144	17				
52	52	3151/20	3151/20	0.05	61/80	61/80	Chord	4/4	2	1	1/80			1/64	4/5	883									144	17				
52	52	788/5	788/5	0.05	31/40	31/40	Chord	4/4	2	1	1/80			1/64	4/5	884									144	17				
52	52	3153/20	3153/20	0.05	63/80	63/80	Chord	4/4	2	1	1/80			1/64	4/5	885									144	17				
52	52	1577/10	1577/10	0.05	4/5	4/5	Chord	4/4	2	1	1/80			1/64	4/5	886									144	17				
